placement,experiment,window,scaler,input_shape,output_shape,train_loss,val_loss,train_acc,val_acc
Dashboard,3,100,Robust Scaler,"(None, 100, 7)","(None, 3)",0.17538170516490936,0.2350529134273529,0.929102897644043,0.9164628982543945
Dashboard,3,200,Robust Scaler,"(None, 200, 7)","(None, 3)",0.17791485786437988,0.2085440307855606,0.9304970502853394,0.926902174949646
Dashboard,3,300,Robust Scaler,"(None, 300, 7)","(None, 3)",0.12018553912639618,0.19448621571063995,0.9536451697349548,0.9376019835472107
Dashboard,3,400,Robust Scaler,"(None, 400, 7)","(None, 3)",0.12991774082183838,0.16532064974308014,0.9480044841766357,0.9466812014579773
Dashboard,3,500,Robust Scaler,"(None, 500, 7)","(None, 3)",0.06965836882591248,0.2853025794029236,0.9708362817764282,0.9306122660636902
