placement,experiment,window,scaler,input_shape,output_shape,train_loss,val_loss,train_acc,val_acc
Dashboard,1,100,Robust Scaler,"(None, 10, 1, 10, 7)","(None, 3)",0.17221370339393616,0.3364545404911041,0.9251861572265625,0.8773559927940369
Dashboard,1,200,Robust Scaler,"(None, 10, 1, 20, 7)","(None, 3)",0.07694130390882492,0.35866811871528625,0.9704955816268921,0.8979057669639587
Dashboard,1,300,Robust Scaler,"(None, 10, 1, 30, 7)","(None, 3)",0.20138214528560638,0.28356754779815674,0.9161651134490967,0.895915150642395
Dashboard,1,400,Robust Scaler,"(None, 10, 1, 40, 7)","(None, 3)",0.2141072154045105,0.4205489158630371,0.9240252375602722,0.8165618181228638
Dashboard,1,500,Robust Scaler,"(None, 10, 1, 50, 7)","(None, 3)",15.572067260742188,10.74674129486084,0.8039426803588867,0.8152031302452087
