placement,experiment,window,scaler,input_shape,output_shape,train_loss,val_loss,train_acc,val_acc
Below Suspension,3,100,Robust Scaler,"(None, 100, 7)","(None, 3)",0.23964069783687592,0.20983560383319855,0.8974449038505554,0.9216245412826538
Below Suspension,3,200,Robust Scaler,"(None, 200, 7)","(None, 3)",0.20656609535217285,0.18863224983215332,0.9140690565109253,0.928804337978363
Below Suspension,3,300,Robust Scaler,"(None, 300, 7)","(None, 3)",0.26079848408699036,0.2033725082874298,0.8971765637397766,0.940864622592926
Below Suspension,3,400,Robust Scaler,"(None, 400, 7)","(None, 3)",0.21384286880493164,0.22422881424427032,0.9092186689376831,0.9417845606803894
Below Suspension,3,500,Robust Scaler,"(None, 500, 7)","(None, 3)",0.20866654813289642,0.17542320489883423,0.907238245010376,0.9469387531280518
