placement,experiment,window,scaler,input_shape,output_shape,train_loss,val_loss,train_acc,val_acc
Below Suspension,2,100,Robust Scaler,"(None, 100, 7)","(None, 3)",0.27367112040519714,0.23100070655345917,0.8891364932060242,0.9089403748512268
Below Suspension,2,200,Robust Scaler,"(None, 200, 7)","(None, 3)",0.23692280054092407,0.21398824453353882,0.9066592454910278,0.9208057522773743
Below Suspension,2,300,Robust Scaler,"(None, 300, 7)","(None, 3)",0.1930127590894699,0.19296802580356598,0.923285961151123,0.9275062084197998
Below Suspension,2,400,Robust Scaler,"(None, 400, 7)","(None, 3)",0.18540768325328827,0.205507293343544,0.9291689991950989,0.9220994710922241
Below Suspension,2,500,Robust Scaler,"(None, 500, 7)","(None, 3)",0.18873438239097595,0.2189578264951706,0.9268292784690857,0.9197787046432495
