placement,experiment,window,scaler,input_shape,output_shape,train_loss,val_loss,train_acc,val_acc
Dashboard,1,100,Robust Scaler,"(None, 100, 7)","(None, 3)",0.17005637288093567,0.2639469504356384,0.9310566782951355,0.9044502377510071
Dashboard,1,200,Robust Scaler,"(None, 200, 7)","(None, 3)",0.2074391394853592,0.2690769135951996,0.9126324653625488,0.9060209393501282
Dashboard,1,300,Robust Scaler,"(None, 300, 7)","(None, 3)",0.12531942129135132,0.20330810546875,0.9451848864555359,0.9249803423881531
Dashboard,1,400,Robust Scaler,"(None, 400, 7)","(None, 3)",0.0479874350130558,0.3956354558467865,0.9839449524879456,0.8983228802680969
Dashboard,1,500,Robust Scaler,"(None, 500, 7)","(None, 3)",0.16421806812286377,0.31845295429229736,0.9379928112030029,0.8885976672172546
